Period,value,MAGNTUDE,Group,Region,Industry
2004,241.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2005,285.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2006,304.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2007,318.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2008,339.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2009,389.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2010,426.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2011,411.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2012,416.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2013,427.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2014,468.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2015,455.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2016,499.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2017,578.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2018,608.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2019,633.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2020,711.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2021,793.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2022,814.0,6,"Gross domestic product, by region and industry",Northland,"Rental, Hiring and Real Estate Services"
2000,286.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2001,288.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2002,293.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2003,294.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2004,313.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2005,347.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2006,390.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2007,423.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2008,460.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2009,469.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2010,433.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2011,471.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2012,507.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2013,537.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2014,551.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2015,587.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2016,636.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2017,706.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2018,797.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2019,858.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2020,955.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2021,1030.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2022,1140.0,6,"Gross domestic product, by region and industry",Northland,Owner-Occupied Property Operation
2000,96.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2001,100.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2002,111.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2003,125.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2004,121.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2005,127.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2006,141.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2007,195.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2008,226.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2009,231.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2010,209.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2011,203.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2012,203.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2013,190.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2014,211.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2015,221.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2016,227.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2017,239.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2018,291.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2019,315.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2020,319.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2021,320.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2022,403.0,6,"Gross domestic product, by region and industry",Northland,"Professional, Scientific, and Technical Services"
2000,30.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2001,29.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2002,28.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2003,32.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2004,39.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2005,46.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2006,51.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2007,74.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2008,71.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2009,65.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2010,85.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2011,80.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2012,78.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2013,89.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2014,88.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2015,110.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2016,116.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2017,122.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2018,100.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2019,125.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2020,142.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2021,129.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2022,143.0,6,"Gross domestic product, by region and industry",Northland,Administrative and Support Services
2000,80.0,6,"Gross domestic product, by region and industry",Northland,Public Administration and Safety
2001,84.0,6,"Gross domestic product, by region and industry",Northland,Public Administration and Safety
